text,language
முகமது அலி ஜின்னா மகள் மரணம்!,tamil
அர்ஜென்டினா தோல்வி ! சிக்கலில் மெஸ்ஸி,tamil
இதுதான் என் கடைசிப் படம்' அறிவித்த கமல்ஹாசன்,tamil
தங்கிலிஷ் முறையில் ட்வீட் போட்டு அசத்தும் அமெரிக்கப் பெண்..!,tamil
வெள்ளக்காடாக காட்சியளிக்கும் அரசு மருத்துவமனை - தீவிர சிகிச்சை பிரிவிலும் தண்ணீர்,tamil
அனுஷ்காவுக்கும் கோலிக்கும் அடுத்த வாரம் கல்யாணம்?,tamil
எஸ்.வி.சேகர் வீடு தாக்கப்பட்ட விவகாரம்: வழக்கு தள்ளுபடி ,tamil
“தகுதி நீக்கப்பட்ட எம்எல்ஏக்கள் மேல்முறையீடு செய்யவில்லை” - தமிழக தேர்தல் அதிகாரி ,tamil
5 வருட காதல் கதையை விவரிக்கிறார் சஞ்சு சாம்சன்!,tamil
பொழுது போக்கு கிளப் ஆக மாறிவிட்டது ஐநா சபை: ட்ரம்ப்,tamil
சிறையிலிருந்து வெளியே சென்றார் சசிகலா? புதிய வீடியோ வெளியீடு,tamil
தமிழகத்தில் திடீர் மழை: மக்கள் மகிழ்ச்சி,tamil
"வரும் 4, 5 தேதிகளில் கனமழை பெய்யும், மக்கள் வெளியே வரவேண்டாம்: அமைச்சர் சம்பத்",tamil
லாலுவுக்கு உடல் பாதிப்புகள் : மகன் தேஜஸ்வி கவலை,tamil
பாகிஸ்தானுடன் விளையாட இந்தியாவை கட்டாயப்படுத்த முடியாது: ஐசிசி,tamil
ஒடிசாவை நெருங்கும் டிட்லி புயல் - பாதுகாப்பு ஏற்பாடுகள் தீவிரம்,tamil
பிரபாஸூக்கு ஜோடியாகும் பாலிவுட் ஹீரோயின்!,tamil
"பெட்ரோல், டீசல் விலை உயர்வு",tamil
ராஜபக்சவுக்கு மேலும் பின்னடைவு: நிர்வாக குழுவில் எதிரணி ஆதிக்கம்,tamil
இசாந்த் வேகத்தில் சரிந்தது ஆப்கான் - 50 ரன்னுக்கு 5 விக்கெட்,tamil
